,Word,Arousal_mean,Valence_mean,Dominance_mean,Concreteness_mean,Imageability_mean,Size_mean,Gender_mean,Arousal_by_runs,Valence_by_runs,Dominance_by_runs,Concreteness_by_runs,Imageability_by_runs,Size_by_runs,Gender_by_runs
1210,volume,5.125,5.0,5.375,4.5,4.75,4.75,5.0,"[5, 5, 5, 5, 4, 6, 5, 6]","[5, 5, 5, 5, 5, 5, 5, 5]","[5, 5, 6, 5, 6, 6, 5, 5]","[4, 4, 5, 5, 5, 4, 4, 5]","[5, 4, 5, 4, 5, 5, 5, 5]","[5, 5, 5, 4, 6, 4, 4, 5]","[4, 6, 5, 5, 5, 5, 5, 5]"
1211,inhabitant,3.0,5.0,4.5,5.0,4.25,3.75,5.0,"[3, 3, 3, 3]","[5, 5, 5, 5]","[5, 4, 4, 5]","[5, 5, 4, 6]","[4, 4, 5, 4]","[4, 4, 4, 3]","[5, 5, 5, 5]"
1212,pan (criticise),5.25,3.0,3.25,3.25,3.75,2.75,5.0,"[6, 6, 4, 5]","[3, 3, 3, 3]","[4, 3, 3, 3]","[4, 2, 3, 4]","[4, 3, 4, 4]","[3, 2, 3, 3]","[6, 5, 5, 4]"
1213,laces,3.25,4.25,3.75,5.5,4.5,2.0,4.0,"[3, 3, 3, 4]","[4, 4, 5, 4]","[4, 3, 4, 4]","[6, 5, 5, 6]","[4, 4, 5, 5]","[2, 2, 2, 2]","[4, 4, 4, 4]"
1214,crisp,4.0,6.0,5.0,5.75,4.75,2.25,4.5,"[4, 4, 3, 5]","[6, 6, 6, 6]","[5, 4, 5, 6]","[6, 6, 5, 6]","[4, 5, 5, 5]","[3, 2, 2, 2]","[6, 4, 4, 4]"
1215,chunk,3.75,4.25,4.0,5.5,4.0,3.0,4.75,"[4, 4, 3, 4]","[4, 4, 5, 4]","[4, 4, 4, 4]","[5, 5, 5, 7]","[4, 4, 4, 4]","[3, 3, 3, 3]","[5, 4, 5, 5]"
1216,twig,3.0,4.5,2.75,5.5,4.0,1.75,4.0,"[3, 3, 3, 3]","[5, 4, 5, 4]","[4, 2, 4, 1]","[6, 5, 5, 6]","[4, 4, 4, 4]","[1, 2, 2, 2]","[4, 4, 4, 4]"
1217,intercontinental,4.25,5.75,5.25,2.75,3.75,5.75,5.5,"[5, 4, 4, 4]","[6, 6, 6, 5]","[5, 6, 5, 5]","[2, 1, 6, 2]","[4, 3, 4, 4]","[6, 6, 5, 6]","[6, 5, 6, 5]"
1218,damaged,4.75,3.0,2.75,4.0,4.0,3.5,5.5,"[5, 5, 3, 6]","[3, 3, 3, 3]","[3, 3, 3, 2]","[4, 4, 4, 4]","[4, 4, 4, 4]","[4, 4, 3, 3]","[6, 6, 5, 5]"
1219,feudalism,2.25,3.0,2.5,1.25,2.75,4.5,6.0,"[2, 3, 1, 3]","[3, 3, 3, 3]","[3, 2, 2, 3]","[2, 1, 1, 1]","[4, 2, 2, 3]","[5, 5, 3, 5]","[6, 6, 6, 6]"
1220,boring,2.0,2.25,2.25,1.75,3.5,2.0,4.25,"[2, 2, 2, 2]","[2, 2, 3, 2]","[3, 2, 2, 2]","[1, 2, 2, 2]","[4, 3, 4, 3]","[2, 2, 2, 2]","[5, 4, 4, 4]"
1221,orange (fruit),3.75,6.5,4.75,6.75,5.5,2.75,3.25,"[4, 4, 4, 3]","[6, 6, 7, 7]","[5, 4, 5, 5]","[6, 7, 7, 7]","[5, 6, 5, 6]","[3, 2, 3, 3]","[3, 3, 3, 4]"
1222,cheer (happiness),7.0,7.5,7.25,4.5,5.5,4.75,3.75,"[7, 7, 7, 7]","[7, 7, 8, 8]","[7, 7, 7, 8]","[3, 4, 5, 6]","[5, 5, 6, 6]","[4, 6, 5, 4]","[3, 4, 4, 4]"
1223,aloud,5.0,5.0,4.75,2.5,4.5,2.5,4.5,"[5, 5, 4, 6]","[5, 5, 5, 5]","[5, 3, 5, 6]","[2, 2, 2, 4]","[4, 4, 5, 5]","[2, 3, 3, 2]","[5, 4, 5, 4]"
1224,traumatic,7.0,2.0,2.0,1.75,3.5,5.0,6.0,"[7, 7, 6, 8]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 2, 1, 2]","[3, 3, 4, 4]","[6, 5, 4, 5]","[6, 6, 6, 6]"
1225,ascent,5.25,5.75,5.75,4.5,4.25,4.5,5.0,"[6, 5, 4, 6]","[7, 5, 6, 5]","[6, 5, 6, 6]","[4, 5, 4, 5]","[4, 4, 5, 4]","[5, 5, 4, 4]","[5, 5, 5, 5]"
1226,predicament,5.5,3.25,3.5,2.25,3.75,3.5,4.75,"[6, 6, 4, 6]","[4, 3, 3, 3]","[4, 3, 3, 4]","[2, 2, 3, 2]","[4, 3, 4, 4]","[4, 4, 3, 3]","[5, 5, 5, 4]"
1227,upgrade,5.0,6.25,5.75,3.0,4.0,4.5,5.5,"[5, 5, 4, 6]","[6, 6, 6, 7]","[6, 5, 6, 6]","[3, 4, 3, 2]","[4, 4, 4, 4]","[4, 5, 5, 4]","[6, 5, 6, 5]"
1228,baker,3.5,5.75,4.5,6.0,4.75,2.75,5.0,"[4, 4, 3, 3]","[5, 6, 6, 6]","[5, 4, 4, 5]","[6, 6, 6, 6]","[5, 4, 5, 5]","[3, 3, 3, 2]","[5, 5, 5, 5]"
1229,cold (illness),4.75,2.5,3.0,5.25,4.0,2.25,4.25,"[6, 5, 2, 6]","[2, 3, 3, 2]","[4, 2, 3, 3]","[6, 4, 6, 5]","[4, 4, 4, 4]","[2, 3, 2, 2]","[5, 4, 4, 4]"
1230,vet (veterinarian),3.75,6.0,4.75,5.75,4.5,3.5,5.0,"[4, 4, 3, 4]","[6, 6, 6, 6]","[5, 5, 4, 5]","[5, 6, 6, 6]","[5, 4, 5, 4]","[4, 3, 4, 3]","[5, 5, 5, 5]"
1231,exert,6.0,5.0,6.0,3.75,4.0,3.5,5.25,"[6, 6, 6, 6]","[5, 5, 5, 5]","[7, 6, 5, 6]","[4, 4, 4, 3]","[4, 4, 4, 4]","[4, 3, 4, 3]","[6, 5, 5, 5]"
1232,throne,5.75,6.0,7.5,5.5,5.0,5.75,6.0,"[6, 7, 4, 6]","[6, 6, 6, 6]","[7, 7, 8, 8]","[5, 6, 6, 5]","[5, 5, 5, 5]","[6, 6, 5, 6]","[6, 6, 6, 6]"
1233,abstract,4.25,4.5,4.25,1.0,3.25,3.25,4.5,"[4, 4, 5, 4]","[4, 4, 5, 5]","[5, 4, 4, 4]","[1, 1, 1, 1]","[4, 2, 4, 3]","[3, 3, 3, 4]","[5, 5, 4, 4]"
1234,judge,4.75,4.25,6.25,4.25,4.25,3.75,6.0,"[6, 5, 4, 4]","[5, 4, 4, 4]","[6, 6, 6, 7]","[5, 5, 3, 4]","[4, 4, 5, 4]","[4, 4, 4, 3]","[6, 6, 6, 6]"
1235,win,6.75,7.25,7.5,4.25,5.25,4.0,6.0,"[7, 6, 7, 7]","[7, 7, 8, 7]","[8, 7, 7, 8]","[3, 5, 4, 5]","[5, 5, 5, 6]","[4, 4, 4, 4]","[6, 6, 6, 6]"
1236,cast (plaster bandage),4.0,4.0,4.0,5.0,4.0,3.0,5.0,"[5, 4, 3, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]","[5, 5, 5, 5]","[4, 4, 4, 4]","[3, 3, 3, 3]","[5, 5, 5, 5]"
1237,flirty,7.0,5.75,6.25,2.25,4.5,2.75,3.5,"[7, 7, 7, 7]","[6, 5, 6, 6]","[6, 6, 6, 7]","[2, 2, 2, 3]","[5, 4, 4, 5]","[3, 3, 3, 2]","[4, 3, 3, 4]"
1238,impressive,6.5,7.0,7.25,3.25,5.5,5.25,5.75,"[7, 7, 5, 7]","[7, 7, 7, 7]","[7, 7, 7, 8]","[4, 3, 3, 3]","[6, 5, 6, 5]","[6, 5, 5, 5]","[6, 6, 6, 5]"
1239,easy,4.0,6.5,5.5,4.25,5.25,2.75,4.25,"[5, 4, 4, 3]","[7, 6, 7, 6]","[6, 4, 6, 6]","[3, 6, 4, 4]","[5, 5, 5, 6]","[3, 2, 3, 3]","[5, 4, 4, 4]"
1240,nuts (crazy),6.5,2.75,2.5,2.0,4.0,2.0,5.0,"[7, 7, 5, 7]","[2, 3, 3, 3]","[3, 3, 2, 2]","[2, 2, 2, 2]","[5, 3, 4, 4]","[2, 2, 2, 2]","[6, 4, 6, 4]"
1241,report,4.0,5.25,5.0,4.0,4.25,3.5,5.0,"[5, 4, 3, 4]","[5, 5, 6, 5]","[5, 5, 5, 5]","[3, 4, 4, 5]","[4, 4, 5, 4]","[4, 4, 3, 3]","[5, 5, 5, 5]"
1242,gin,5.75,5.5,5.25,3.75,4.25,3.0,5.25,"[6, 6, 5, 6]","[6, 5, 5, 6]","[5, 5, 5, 6]","[4, 4, 5, 2]","[4, 4, 5, 4]","[3, 3, 3, 3]","[6, 5, 6, 4]"
1243,clutch (grab),5.75,4.25,5.5,5.0,4.25,3.25,5.5,"[6, 6, 5, 6]","[4, 4, 5, 4]","[6, 5, 5, 6]","[5, 5, 5, 5]","[4, 5, 4, 4]","[4, 3, 3, 3]","[6, 5, 6, 5]"
1244,antelope,4.75,5.5,4.5,6.25,4.75,4.5,5.25,"[6, 4, 4, 5]","[5, 6, 6, 5]","[5, 4, 4, 5]","[6, 6, 6, 7]","[5, 5, 5, 4]","[5, 4, 4, 5]","[6, 6, 4, 5]"
1245,brilliant,6.5,7.75,8.0,2.75,5.75,5.0,5.75,"[7, 7, 5, 7]","[8, 7, 8, 8]","[8, 8, 8, 8]","[2, 4, 3, 2]","[6, 5, 6, 6]","[5, 5, 5, 5]","[6, 6, 6, 5]"
1246,peas,2.125,5.125,3.375,5.875,4.0,2.0,3.125,"[3, 2, 3, 1, 2, 2, 2, 2]","[5, 5, 5, 5, 5, 6, 5, 5]","[4, 3, 3, 4, 3, 4, 3, 3]","[6, 5, 6, 6, 6, 6, 6, 6]","[3, 4, 5, 4, 4, 4, 4, 4]","[2, 2, 2, 2, 2, 2, 2, 2]","[3, 3, 3, 3, 3, 3, 4, 3]"
1247,summer,6.0,6.75,7.0,6.0,5.25,4.75,4.5,"[6, 6, 6, 6]","[7, 7, 7, 6]","[7, 7, 7, 7]","[6, 6, 6, 6]","[5, 5, 5, 6]","[5, 4, 5, 5]","[5, 5, 4, 4]"
1248,gasp,6.0,4.0,3.5,3.5,4.0,2.25,3.75,"[6, 6, 5, 7]","[4, 4, 4, 4]","[4, 3, 4, 3]","[3, 4, 2, 5]","[4, 4, 4, 4]","[2, 3, 2, 2]","[5, 3, 4, 3]"
1249,mercy,3.75,7.0,4.5,2.75,4.75,3.25,2.75,"[4, 4, 3, 4]","[7, 7, 8, 6]","[3, 4, 5, 6]","[3, 3, 2, 3]","[5, 4, 5, 5]","[4, 3, 4, 2]","[3, 3, 2, 3]"
1250,addict,6.5,2.5,2.75,2.0,3.75,2.75,4.5,"[7, 7, 5, 7]","[2, 3, 3, 2]","[3, 3, 3, 2]","[2, 2, 2, 2]","[4, 3, 4, 4]","[3, 3, 3, 2]","[5, 4, 5, 4]"
1251,after,4.0,5.0,4.75,3.5,4.25,3.0,4.75,"[5, 4, 3, 4]","[5, 5, 5, 5]","[5, 4, 5, 5]","[3, 5, 2, 4]","[4, 4, 5, 4]","[3, 3, 3, 3]","[5, 5, 5, 4]"
1252,letter,3.0,5.0,3.75,4.75,4.5,2.0,4.5,"[4, 4, 2, 2]","[5, 5, 5, 5]","[5, 3, 3, 4]","[3, 5, 5, 6]","[4, 4, 5, 5]","[2, 2, 2, 2]","[5, 5, 4, 4]"
1253,hospital,4.25,6.25,4.75,6.25,4.75,5.75,5.0,"[5, 4, 3, 5]","[6, 7, 6, 6]","[4, 4, 4, 7]","[6, 6, 7, 6]","[5, 4, 5, 5]","[6, 5, 6, 6]","[5, 5, 5, 5]"
1254,enquire,3.75,5.25,4.25,3.25,4.0,3.0,4.5,"[4, 4, 3, 4]","[5, 6, 5, 5]","[5, 4, 4, 4]","[3, 3, 3, 4]","[4, 4, 4, 4]","[3, 3, 3, 3]","[5, 4, 5, 4]"
1255,weight,4.0,4.25,5.5,6.0,4.75,5.25,6.0,"[5, 4, 2, 5]","[4, 4, 5, 4]","[5, 6, 5, 6]","[6, 6, 6, 6]","[4, 5, 5, 5]","[6, 5, 5, 5]","[6, 6, 6, 6]"
1256,funny,6.0,7.0,6.25,2.5,5.75,3.0,3.75,"[6, 6, 6, 6]","[7, 7, 7, 7]","[6, 6, 6, 7]","[2, 2, 2, 4]","[6, 5, 6, 6]","[3, 3, 3, 3]","[4, 3, 4, 4]"
1257,plea,5.0,4.5,4.0,2.5,4.0,3.0,3.75,"[5, 5, 4, 6]","[5, 4, 5, 4]","[4, 3, 4, 5]","[3, 2, 2, 3]","[4, 4, 4, 4]","[3, 3, 3, 3]","[5, 4, 3, 3]"
1258,crab (cranky person),5.0,3.0,2.75,4.25,3.5,2.0,4.0,"[6, 6, 2, 6]","[3, 3, 3, 3]","[3, 3, 3, 2]","[4, 3, 4, 6]","[3, 3, 4, 4]","[2, 2, 2, 2]","[4, 4, 4, 4]"
1259,locate,4.5,5.25,5.25,4.75,4.5,3.5,5.0,"[5, 4, 4, 5]","[5, 5, 6, 5]","[6, 5, 5, 5]","[5, 5, 4, 5]","[4, 4, 5, 5]","[4, 3, 4, 3]","[5, 5, 5, 5]"
1260,finish,4.5,6.0,5.75,4.5,4.75,3.5,5.0,"[5, 5, 4, 4]","[6, 6, 6, 6]","[6, 5, 6, 6]","[4, 5, 4, 5]","[4, 5, 5, 5]","[4, 3, 3, 4]","[5, 5, 5, 5]"
1261,section,3.5,5.0,4.75,4.5,4.0,3.25,4.75,"[4, 4, 3, 3]","[5, 5, 5, 5]","[5, 4, 5, 5]","[4, 5, 4, 5]","[4, 4, 4, 4]","[3, 4, 3, 3]","[5, 5, 5, 4]"
1262,barge (boat),4.5,4.5,4.75,5.75,4.25,5.0,5.25,"[5, 5, 3, 5]","[4, 4, 5, 5]","[6, 4, 4, 5]","[5, 6, 6, 6]","[5, 4, 4, 4]","[6, 5, 4, 5]","[5, 5, 5, 6]"
1263,board (enter),3.5,4.75,4.75,4.5,4.5,3.0,4.75,"[4, 4, 2, 4]","[4, 5, 5, 5]","[5, 4, 5, 5]","[4, 5, 4, 5]","[4, 5, 4, 5]","[3, 3, 3, 3]","[5, 5, 5, 4]"
1264,complete,4.75,6.75,6.5,4.25,5.0,4.0,5.0,"[5, 5, 4, 5]","[7, 6, 7, 7]","[7, 7, 6, 6]","[4, 5, 4, 4]","[5, 5, 5, 5]","[4, 4, 4, 4]","[5, 5, 5, 5]"
1265,bear,6.0,4.875,6.0,6.625,5.125,5.25,6.125,"[6, 7, 6, 6, 4, 6, 7, 6]","[5, 5, 5, 4, 4, 6, 5, 5]","[6, 6, 5, 6, 7, 6, 6, 6]","[6, 7, 6, 7, 7, 7, 6, 7]","[5, 5, 5, 5, 5, 6, 5, 5]","[5, 6, 6, 4, 6, 5, 4, 6]","[6, 6, 7, 6, 6, 6, 6, 6]"
1266,queen (gay),6.75,7.0,6.75,1.5,4.5,2.25,2.0,"[7, 7, 6, 7]","[7, 7, 7, 7]","[6, 8, 6, 7]","[2, 2, 1, 1]","[5, 4, 4, 5]","[2, 2, 3, 2]","[2, 2, 2, 2]"
1267,run,6.25,5.5,6.25,3.75,5.0,4.0,5.75,"[7, 6, 5, 7]","[6, 5, 6, 5]","[6, 6, 6, 7]","[2, 5, 4, 4]","[5, 5, 5, 5]","[4, 4, 4, 4]","[6, 5, 6, 6]"
1268,spurs,5.0,5.0,5.5,4.0,4.0,3.25,6.0,"[6, 5, 4, 5]","[5, 5, 5, 5]","[6, 5, 5, 6]","[4, 4, 3, 5]","[4, 4, 4, 4]","[3, 4, 3, 3]","[6, 6, 6, 6]"
1269,draw (choose),4.25,5.25,5.25,4.0,4.25,3.0,4.75,"[5, 4, 4, 4]","[5, 5, 6, 5]","[6, 5, 5, 5]","[4, 3, 4, 5]","[4, 4, 4, 5]","[3, 3, 3, 3]","[5, 5, 5, 4]"
1270,duck,3.75,5.0,3.75,5.75,4.5,2.25,4.0,"[4, 4, 3, 4]","[5, 5, 5, 5]","[5, 3, 4, 3]","[6, 6, 5, 6]","[4, 5, 5, 4]","[2, 2, 2, 3]","[4, 4, 4, 4]"
1271,possession,4.0,5.5,5.5,4.75,4.5,4.0,5.0,"[5, 4, 3, 4]","[6, 5, 6, 5]","[6, 5, 5, 6]","[5, 5, 4, 5]","[4, 4, 5, 5]","[4, 4, 4, 4]","[5, 5, 5, 5]"
1272,cemetery,3.75,3.0,2.5,5.75,4.25,4.75,4.0,"[4, 4, 3, 4]","[3, 3, 3, 3]","[4, 2, 2, 2]","[5, 6, 6, 6]","[5, 4, 4, 4]","[5, 5, 4, 5]","[4, 4, 4, 4]"
1273,grim,5.5,2.75,2.5,3.0,3.75,2.75,6.0,"[6, 6, 3, 7]","[2, 3, 3, 3]","[2, 3, 3, 2]","[3, 2, 3, 4]","[4, 3, 4, 4]","[2, 4, 2, 3]","[6, 6, 6, 6]"
1274,elm,3.0,5.0,4.25,6.5,4.75,5.0,5.0,"[4, 3, 2, 3]","[5, 5, 5, 5]","[5, 4, 4, 4]","[7, 6, 6, 7]","[4, 4, 6, 5]","[5, 5, 5, 5]","[5, 5, 5, 5]"
1275,grain (sand),2.75,4.25,3.5,5.5,4.0,2.0,3.75,"[3, 3, 2, 3]","[4, 4, 5, 4]","[4, 3, 4, 3]","[6, 5, 5, 6]","[4, 4, 4, 4]","[2, 2, 2, 2]","[4, 4, 4, 3]"
1276,councillor,2.75,5.0,5.25,4.0,3.75,3.5,5.0,"[3, 2, 3, 3]","[5, 5, 5, 5]","[6, 5, 5, 5]","[4, 3, 4, 5]","[4, 3, 4, 4]","[4, 4, 3, 3]","[5, 5, 5, 5]"
1277,tower,4.75,6.0,6.25,5.5,5.0,5.75,6.0,"[5, 5, 4, 5]","[6, 6, 6, 6]","[7, 6, 6, 6]","[5, 6, 5, 6]","[5, 5, 5, 5]","[6, 6, 5, 6]","[6, 6, 6, 6]"
1278,rhino,5.5,4.25,5.25,6.75,5.0,5.75,6.5,"[6, 6, 4, 6]","[4, 5, 4, 4]","[5, 6, 4, 6]","[7, 7, 6, 7]","[5, 5, 6, 4]","[6, 6, 5, 6]","[7, 7, 6, 6]"
1279,delirium,7.0,2.0,2.25,1.0,3.0,4.75,5.5,"[7, 7, 6, 8]","[2, 2, 2, 2]","[3, 2, 2, 2]","[1, 1, 1, 1]","[3, 2, 4, 3]","[5, 6, 3, 5]","[6, 6, 6, 4]"
1280,harsh,5.75,3.0,3.25,2.75,3.75,3.5,6.25,"[6, 7, 3, 7]","[3, 3, 3, 3]","[4, 3, 3, 3]","[2, 2, 3, 4]","[4, 3, 4, 4]","[4, 4, 3, 3]","[7, 6, 6, 6]"
1281,limb (tree),2.75,5.0,4.0,6.25,4.5,4.75,4.75,"[3, 3, 2, 3]","[5, 5, 5, 5]","[5, 4, 4, 3]","[6, 6, 6, 7]","[4, 5, 5, 4]","[5, 5, 4, 5]","[5, 5, 4, 5]"
1282,hammer,5.5,5.0,6.5,6.5,4.75,4.75,6.25,"[6, 6, 4, 6]","[5, 5, 5, 5]","[7, 6, 7, 6]","[6, 7, 6, 7]","[5, 4, 5, 5]","[5, 5, 4, 5]","[7, 6, 6, 6]"
1283,attention,5.25,5.25,5.75,3.25,4.75,3.5,4.75,"[6, 5, 4, 6]","[5, 5, 6, 5]","[6, 5, 6, 6]","[4, 3, 2, 4]","[4, 5, 5, 5]","[3, 4, 4, 3]","[5, 5, 5, 4]"
1284,disloyal,5.75,2.0,2.0,2.25,3.75,2.75,5.5,"[6, 6, 3, 8]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 2, 2, 3]","[4, 3, 4, 4]","[3, 3, 3, 2]","[6, 6, 6, 4]"
1285,woods,4.5,5.75,4.75,6.25,5.25,5.0,5.0,"[4, 5, 4, 5]","[6, 6, 6, 5]","[6, 4, 5, 4]","[6, 6, 6, 7]","[5, 5, 6, 5]","[5, 5, 5, 5]","[5, 5, 5, 5]"
1286,punch (drink),6.5,5.0,5.25,4.5,4.0,3.0,5.5,"[6, 7, 6, 7]","[5, 5, 5, 5]","[5, 4, 6, 6]","[5, 4, 4, 5]","[4, 4, 4, 4]","[3, 3, 3, 3]","[6, 5, 6, 5]"
1287,show,5.0,5.75,6.0,3.25,4.75,4.0,5.0,"[5, 5, 5, 5]","[6, 5, 6, 6]","[6, 5, 6, 7]","[3, 3, 3, 4]","[5, 4, 5, 5]","[4, 4, 4, 4]","[5, 5, 5, 5]"
1288,sharp (blade),6.75,3.75,7.5,6.5,4.75,4.75,6.25,"[7, 6, 6, 8]","[3, 4, 4, 4]","[8, 7, 7, 8]","[6, 7, 6, 7]","[4, 4, 5, 6]","[5, 5, 4, 5]","[7, 6, 6, 6]"
1289,none,1.75,4.75,4.0,1.0,2.25,2.0,4.5,"[1, 3, 1, 2]","[4, 5, 5, 5]","[4, 2, 5, 5]","[1, 1, 1, 1]","[1, 2, 4, 2]","[2, 3, 1, 2]","[5, 4, 5, 4]"
1290,digits (numbers),3.0,5.0,4.75,5.75,4.0,2.25,5.0,"[3, 4, 2, 3]","[5, 5, 5, 5]","[5, 4, 5, 5]","[5, 6, 5, 7]","[4, 4, 4, 4]","[2, 2, 3, 2]","[5, 5, 5, 5]"
1291,magnificent,7.0,8.0,8.0,3.25,5.75,6.25,6.0,"[7, 8, 5, 8]","[8, 8, 8, 8]","[8, 8, 7, 9]","[1, 6, 4, 2]","[6, 5, 6, 6]","[7, 6, 6, 6]","[6, 6, 6, 6]"
1292,killed,7.0,2.0,1.75,1.0,3.5,5.25,6.5,"[7, 7, 6, 8]","[2, 2, 2, 2]","[2, 2, 2, 1]","[1, 1, 1, 1]","[3, 3, 4, 4]","[6, 6, 2, 7]","[7, 7, 6, 6]"
1293,protection,4.5,6.0,5.75,4.5,4.75,4.0,5.25,"[5, 5, 4, 4]","[6, 6, 6, 6]","[6, 5, 6, 6]","[5, 4, 4, 5]","[4, 5, 5, 5]","[4, 4, 4, 4]","[6, 5, 5, 5]"
1294,nectar,5.25,6.0,4.75,5.5,4.75,2.75,3.0,"[6, 6, 5, 4]","[6, 6, 6, 6]","[5, 4, 5, 5]","[5, 6, 5, 6]","[5, 4, 5, 5]","[3, 2, 3, 3]","[3, 3, 3, 3]"
1295,occasion,4.5,5.75,5.25,3.75,4.5,3.25,4.5,"[5, 5, 4, 4]","[6, 5, 6, 6]","[5, 5, 5, 6]","[4, 4, 4, 3]","[4, 4, 5, 5]","[3, 4, 3, 3]","[5, 5, 4, 4]"
1296,pass (move past),4.5,5.0,5.25,4.5,4.75,3.0,5.0,"[5, 4, 4, 5]","[5, 5, 5, 5]","[6, 5, 5, 5]","[4, 5, 4, 5]","[4, 5, 5, 5]","[3, 3, 3, 3]","[5, 5, 5, 5]"
1297,sanity,3.75,6.0,4.75,2.75,4.25,4.0,5.25,"[4, 4, 3, 4]","[6, 6, 6, 6]","[5, 4, 5, 5]","[3, 4, 1, 3]","[4, 4, 4, 5]","[4, 4, 4, 4]","[6, 5, 5, 5]"
1298,over,4.0,4.0,5.0,2.25,4.25,3.25,5.0,"[5, 3, 4, 4]","[4, 4, 4, 4]","[5, 4, 4, 7]","[2, 2, 2, 3]","[4, 4, 5, 4]","[3, 4, 3, 3]","[5, 5, 5, 5]"
1299,destruction,6.5,2.25,2.25,1.25,3.5,5.5,6.0,"[7, 7, 5, 7]","[2, 3, 2, 2]","[2, 3, 2, 2]","[1, 1, 1, 2]","[4, 3, 4, 3]","[6, 6, 3, 7]","[6, 6, 6, 6]"
1300,mauve,3.0,5.25,3.5,3.5,4.5,2.25,3.5,"[3, 3, 3, 3]","[5, 6, 5, 5]","[4, 2, 4, 4]","[2, 1, 5, 6]","[4, 4, 5, 5]","[2, 2, 3, 2]","[3, 4, 3, 4]"
1301,chaos,7.75,2.25,3.25,2.0,4.25,4.5,5.5,"[8, 7, 8, 8]","[3, 2, 2, 2]","[4, 3, 3, 3]","[2, 2, 2, 2]","[5, 3, 4, 5]","[4, 4, 5, 5]","[6, 6, 6, 4]"
1302,lie (untruth),5.75,2.0,2.25,2.5,4.75,2.5,5.0,"[6, 5, 6, 6]","[2, 2, 2, 2]","[2, 3, 2, 2]","[3, 2, 3, 2]","[6, 4, 5, 4]","[2, 3, 3, 2]","[6, 5, 5, 4]"
1303,staff,2.5,5.0,5.75,5.5,4.5,3.75,5.25,"[3, 2, 3, 2]","[5, 5, 5, 5]","[6, 6, 6, 5]","[5, 6, 5, 6]","[5, 4, 5, 4]","[4, 4, 3, 4]","[5, 5, 6, 5]"
1304,descend,4.5,3.75,4.75,4.5,4.75,3.5,4.75,"[5, 4, 5, 4]","[3, 4, 4, 4]","[5, 5, 5, 4]","[4, 5, 5, 4]","[5, 4, 5, 5]","[3, 4, 3, 4]","[5, 5, 5, 4]"
1305,advanced,5.0,6.25,7.0,4.0,4.75,4.5,5.75,"[7, 4, 5, 4]","[6, 6, 6, 7]","[7, 6, 8, 7]","[4, 4, 4, 4]","[5, 4, 5, 5]","[4, 5, 4, 5]","[6, 6, 6, 5]"
1306,clan,3.0,5.0,5.25,4.75,4.25,3.25,5.25,"[4, 3, 3, 2]","[5, 5, 5, 5]","[5, 5, 6, 5]","[4, 5, 5, 5]","[4, 4, 5, 4]","[3, 3, 3, 4]","[6, 5, 5, 5]"
1307,waterfall,6.25,7.5,6.25,6.0,6.0,5.25,4.0,"[7, 5, 7, 6]","[8, 8, 7, 7]","[6, 6, 6, 7]","[6, 6, 6, 6]","[6, 6, 6, 6]","[5, 6, 5, 5]","[4, 4, 4, 4]"
1308,olive,2.25,5.5,4.5,5.5,4.75,2.0,3.5,"[2, 3, 2, 2]","[5, 5, 6, 6]","[4, 4, 5, 5]","[5, 5, 6, 6]","[5, 4, 5, 5]","[2, 2, 2, 2]","[3, 4, 4, 3]"
1309,mallet,4.0,4.25,4.75,6.0,4.25,3.0,5.5,"[4, 4, 4, 4]","[5, 4, 4, 4]","[6, 4, 5, 4]","[5, 6, 7, 6]","[5, 4, 4, 4]","[3, 3, 3, 3]","[6, 5, 6, 5]"
1310,medal,3.5,6.5,6.25,5.25,5.0,3.25,5.5,"[5, 3, 4, 2]","[7, 6, 6, 7]","[7, 5, 7, 6]","[5, 5, 5, 6]","[5, 5, 5, 5]","[3, 3, 4, 3]","[6, 6, 6, 4]"
1311,couple (romantic pair),4.75,7.75,6.75,4.25,5.75,3.0,2.5,"[7, 4, 4, 4]","[8, 8, 8, 7]","[8, 6, 7, 6]","[4, 4, 5, 4]","[6, 5, 6, 6]","[3, 3, 3, 3]","[2, 2, 4, 2]"
1312,landing (plane),6.0,4.75,6.0,5.25,5.0,4.5,5.25,"[6, 7, 6, 5]","[5, 5, 5, 4]","[6, 6, 5, 7]","[5, 5, 6, 5]","[5, 5, 5, 5]","[4, 4, 5, 5]","[5, 5, 6, 5]"
1313,smallpox,6.25,2.0,2.0,5.5,3.5,2.0,5.5,"[4, 7, 7, 7]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 7, 7, 6]","[4, 3, 4, 3]","[2, 2, 2, 2]","[6, 6, 6, 4]"
1314,plane (aircraft),6.75,6.25,7.25,6.0,5.75,5.75,6.0,"[7, 7, 7, 6]","[7, 6, 6, 6]","[7, 7, 8, 7]","[6, 6, 6, 6]","[6, 5, 6, 6]","[5, 6, 6, 6]","[6, 6, 6, 6]"
1315,piece,2.75,5.0,4.5,4.75,5.0,3.0,4.75,"[3, 2, 3, 3]","[5, 5, 5, 5]","[4, 4, 5, 5]","[4, 5, 5, 5]","[5, 5, 5, 5]","[3, 3, 3, 3]","[5, 5, 5, 4]"
