Word,Auditory_mean,Gustatory_mean,Haptic_mean,Interoceptive_mean,Olfactory_mean,Visual_mean,Auditory_by_runs,Gustatory_by_runs,Haptic_by_runs,Interoceptive_by_runs,Olfactory_by_runs,Visual_by_runs,Foot/leg_mean,Hand/arm_mean,Torso_mean,Head_mean,Mouth/throat_mean,Foot/leg_by_runs,Hand/arm_by_runs,Torso_by_runs,Head_by_runs,Mouth/throat_by_runs
doom,2.5,0.5,2.5,3,1.25,2.25,"[3.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 0.0, 0.0]","[3.0, 3.0, 2.0, 2.0]","[4.0, 3.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 2.0]","[2.0, 2.0, 2.0, 3.0]",2.75,2.25,2.5,2.75,0.5,"[2.0, 3.0, 4.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 3.0, 3.0]","[3.0, 2.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 2.0]"
doomed,2.5,0.25,2.75,2.75,1.25,2.5,"[2.0, 2.0, 4.0, 2.0]","[1.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 3.0, 2.0]","[3.0, 2.0, 4.0, 2.0]","[2.0, 0.0, 2.0, 1.0]","[2.0, 1.0, 4.0, 3.0]",2.75,2.25,2.5,2.75,1,"[2.0, 3.0, 2.0, 4.0]","[2.0, 2.0, 1.0, 4.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 3.0, 2.0, 4.0]","[0.0, 0.0, 1.0, 3.0]"
door,2.5,1.25,4,2.5,1.5,3.25,"[3.0, 3.0, 2.0, 2.0]","[2.0, 1.0, 2.0, 0.0]","[4.0, 4.0, 4.0, 4.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 0.0]","[4.0, 3.0, 3.0, 3.0]",3,3,2.75,2,0.75,"[2.0, 2.0, 4.0, 4.0]","[2.0, 3.0, 4.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[0.0, 1.0, 1.0, 1.0]"
doorman,2.5,0.75,3,2.5,1.25,3.25,"[2.0, 3.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 0.0]","[3.0, 3.0, 4.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[1.0, 2.0, 1.0, 1.0]","[4.0, 4.0, 2.0, 3.0]",2,3,2.25,1.75,1.5,"[2.0, 1.0, 3.0, 2.0]","[3.0, 5.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[3.0, 3.0, 1.0, 0.0]","[2.0, 2.0, 1.0, 1.0]"
dope,2.5,2,2.25,3,2,2.5,"[3.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 1.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[3.0, 2.0, 4.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 3.0, 2.0]",2,2,1.75,1.5,0.5,"[2.0, 3.0, 3.0, 0.0]","[2.0, 3.0, 3.0, 0.0]","[2.0, 3.0, 2.0, 0.0]","[2.0, 2.0, 2.0, 0.0]","[0.0, 1.0, 1.0, 0.0]"
dopey,2,0.25,2.5,3,1.75,2.75,"[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 3.0, 4.0, 3.0]","[2.0, 1.0, 2.0, 2.0]","[2.0, 3.0, 3.0, 3.0]",1.5,2.25,2,3.25,1.5,"[2.0, 1.0, 2.0, 1.0]","[3.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 4.0]","[2.0, 1.0, 2.0, 1.0]"
dose,2.5,0.75,3,2,0.75,3.25,"[2.0, 3.0, 2.0, 3.0]","[1.0, 0.0, 1.0, 1.0]","[3.0, 2.0, 3.0, 4.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 1.0]","[2.0, 4.0, 3.0, 4.0]",1.5,2.25,2,2,1.5,"[1.0, 2.0, 2.0, 1.0]","[2.0, 1.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 2.0, 3.0]","[2.0, 1.0, 1.0, 2.0]"
doubt,2.75,0.5,2,2.75,0.75,2,"[2.0, 4.0, 2.0, 3.0]","[0.0, 1.0, 0.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[1.0, 1.0, 0.0, 1.0]","[3.0, 1.0, 3.0, 1.0]",2.5,2,2.25,3,0.5,"[2.0, 2.0, 4.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 4.0, 3.0, 3.0]","[0.0, 0.0, 1.0, 1.0]"
dough,1.75,3,4.25,2.25,2,3,"[2.0, 2.0, 2.0, 1.0]","[2.0, 4.0, 4.0, 2.0]","[4.0, 4.0, 5.0, 4.0]","[2.0, 3.0, 2.0, 2.0]","[1.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 3.0]",2.75,2.5,2.75,2,1,"[2.0, 3.0, 3.0, 3.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 3.0, 4.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 0.0, 1.0]"
dove,2,1.25,3,2.25,2.5,3.25,"[2.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 0.0, 2.0]","[2.0, 2.0, 4.0, 4.0]","[2.0, 2.0, 3.0, 2.0]","[3.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 4.0, 3.0]",2,2,2.5,3,0.5,"[2.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 3.0, 4.0, 3.0]","[0.0, 1.0, 0.0, 1.0]"
down,2.25,0.5,2.75,2.5,1,2.5,"[2.0, 2.0, 3.0, 2.0]","[0.0, 0.0, 1.0, 1.0]","[2.0, 2.0, 3.0, 4.0]","[3.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 3.0, 3.0]",3,2,2.25,2,0.5,"[4.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 3.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 1.0]"
drab,2,0.5,2.5,1.75,1.25,3,"[2.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 1.0]","[3.0, 2.0, 3.0, 2.0]","[1.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 3.0]",2,1.75,2,2,1,"[3.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]"
draft,2.75,0.25,2.75,1.75,1.5,3.25,"[3.0, 3.0, 3.0, 2.0]","[1.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 4.0, 2.0]","[2.0, 2.0, 2.0, 1.0]","[1.0, 1.0, 2.0, 2.0]","[3.0, 4.0, 3.0, 3.0]",3,2.5,2.75,2,0.75,"[2.0, 4.0, 3.0, 3.0]","[2.0, 3.0, 3.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 1.0]"
drag,2.5,0.75,3.5,2.75,1.25,3,"[2.0, 3.0, 3.0, 2.0]","[1.0, 1.0, 0.0, 1.0]","[3.0, 3.0, 4.0, 4.0]","[3.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 2.0, 1.0]","[2.0, 3.0, 4.0, 3.0]",3.25,2.75,2.25,2,0.75,"[2.0, 4.0, 4.0, 3.0]","[2.0, 3.0, 4.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 1.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 0.0]"
dragon,2.5,0.75,3,2.5,1.75,4,"[3.0, 2.0, 3.0, 2.0]","[1.0, 0.0, 1.0, 1.0]","[3.0, 3.0, 2.0, 4.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 1.0]","[4.0, 4.0, 4.0, 4.0]",2.25,2,2.25,2.75,0.75,"[1.0, 2.0, 2.0, 4.0]","[2.0, 1.0, 3.0, 2.0]","[2.0, 1.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 4.0]","[1.0, 0.0, 1.0, 1.0]"
drama,4,0.75,2.25,1.75,2,3.75,"[4.0, 4.0, 4.0, 4.0]","[1.0, 0.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 3.0]","[1.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[4.0, 3.0, 4.0, 4.0]",2.25,2.25,2.75,3.75,1.25,"[3.0, 1.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 3.0, 3.0]","[4.0, 4.0, 3.0, 4.0]","[2.0, 0.0, 2.0, 1.0]"
draught,2.75,0.25,3.25,2.25,2.25,2.75,"[2.0, 4.0, 2.0, 3.0]","[0.0, 1.0, 0.0, 0.0]","[4.0, 2.0, 4.0, 3.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[3.0, 3.0, 2.0, 3.0]",3.25,2,2.25,1.75,0.5,"[3.0, 4.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 1.0]","[0.0, 0.0, 1.0, 1.0]"
draw,2.25,1,3.75,2.25,1.25,3.75,"[3.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 4.0, 4.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 1.0, 2.0]","[4.0, 4.0, 3.0, 4.0]",3.5,3.25,2.5,3,0.75,"[4.0, 4.0, 4.0, 2.0]","[2.0, 5.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 3.0]","[3.0, 3.0, 2.0, 4.0]","[0.0, 1.0, 1.0, 1.0]"
drawers,2,0.25,3.5,1.75,1,3,"[2.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[4.0, 3.0, 3.0, 4.0]","[2.0, 2.0, 1.0, 2.0]","[0.0, 2.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 3.0]",2.75,2.75,2.75,2.5,1,"[2.0, 3.0, 3.0, 3.0]","[3.0, 3.0, 3.0, 2.0]","[2.0, 3.0, 4.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[1.0, 2.0, 0.0, 1.0]"
drawing,1.75,0.75,4,2.25,1.25,4,"[1.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 0.0]","[4.0, 4.0, 4.0, 4.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 2.0, 1.0]","[4.0, 5.0, 3.0, 4.0]",2,3.5,2.5,3,0.25,"[2.0, 2.0, 3.0, 1.0]","[4.0, 3.0, 3.0, 4.0]","[3.0, 2.0, 3.0, 2.0]","[4.0, 2.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 1.0]"
dread,2.75,1,3.25,3.25,2.5,2.25,"[2.0, 3.0, 3.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 4.0, 4.0, 3.0]","[3.0, 3.0, 4.0, 3.0]","[3.0, 1.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 3.0]",3,2.25,2.75,3.75,1,"[5.0, 2.0, 2.0, 3.0]","[1.0, 2.0, 3.0, 3.0]","[3.0, 2.0, 3.0, 3.0]","[4.0, 3.0, 4.0, 4.0]","[0.0, 1.0, 1.0, 2.0]"
dream,3.5,0.75,2.75,3.25,1.5,3.75,"[5.0, 3.0, 3.0, 3.0]","[1.0, 0.0, 1.0, 1.0]","[2.0, 2.0, 3.0, 4.0]","[2.0, 3.0, 4.0, 4.0]","[3.0, 0.0, 2.0, 1.0]","[4.0, 4.0, 3.0, 4.0]",2.25,2.5,2.25,3.25,1.25,"[4.0, 2.0, 2.0, 1.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 4.0, 4.0, 3.0]","[1.0, 0.0, 3.0, 1.0]"
dreary,2.5,1,3,2,2.25,2.25,"[3.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 4.0, 4.0, 2.0]","[1.0, 3.0, 2.0, 2.0]","[3.0, 1.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 3.0]",2.75,2.5,2.25,3,0.75,"[5.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[4.0, 3.0, 3.0, 2.0]","[0.0, 1.0, 1.0, 1.0]"
dress,2.25,1,4,3.25,1.5,3.75,"[3.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 0.0]","[5.0, 3.0, 4.0, 4.0]","[3.0, 3.0, 4.0, 3.0]","[3.0, 1.0, 1.0, 1.0]","[4.0, 3.0, 4.0, 4.0]",2.5,2.5,2.5,2.5,0.75,"[3.0, 1.0, 3.0, 3.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 3.0, 3.0]","[1.0, 2.0, 3.0, 4.0]","[0.0, 1.0, 1.0, 1.0]"
dressed,2.25,0.25,4,2.5,1.75,3.5,"[3.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0]","[4.0, 4.0, 4.0, 4.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 1.0, 2.0, 2.0]","[4.0, 4.0, 3.0, 3.0]",2.75,2.5,2.25,2.75,0.75,"[3.0, 1.0, 3.0, 4.0]","[2.0, 3.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[0.0, 1.0, 1.0, 1.0]"
dresser,2,0.75,4,2.25,1,3,"[2.0, 2.0, 2.0, 2.0]","[0.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 4.0]","[2.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 3.0]",2,2.75,1.75,2.25,0.5,"[4.0, 1.0, 1.0, 2.0]","[2.0, 5.0, 1.0, 3.0]","[2.0, 2.0, 1.0, 2.0]","[3.0, 3.0, 1.0, 2.0]","[1.0, 1.0, 0.0, 0.0]"
drift,2.25,0.5,3,2.75,1.25,3.25,"[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 0.0, 0.0]","[2.0, 3.0, 3.0, 4.0]","[4.0, 3.0, 2.0, 2.0]","[1.0, 1.0, 2.0, 1.0]","[3.0, 3.0, 4.0, 3.0]",3,2.5,2.25,2.5,0,"[2.0, 4.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 4.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 3.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
drifter,2.5,1,3.5,2.5,2,3,"[4.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 0.0]","[4.0, 3.0, 3.0, 4.0]","[3.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 3.0, 4.0, 4.0]",3.5,2.75,2.75,2,0.5,"[3.0, 4.0, 4.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 0.0]"
drifting,1.75,0.75,3,2.5,1.25,3.5,"[1.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 0.0]","[4.0, 3.0, 2.0, 3.0]","[3.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 2.0, 1.0]","[4.0, 4.0, 3.0, 3.0]",3.75,2.5,2.75,2.25,0.5,"[4.0, 4.0, 4.0, 3.0]","[3.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 2.0]"
drill,3,0.25,3.75,1.25,0.75,2.5,"[4.0, 4.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0]","[4.0, 4.0, 4.0, 3.0]","[1.0, 0.0, 2.0, 2.0]","[0.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 3.0, 3.0]",3.75,3.5,2.5,2.5,0.5,"[4.0, 3.0, 4.0, 4.0]","[4.0, 4.0, 3.0, 3.0]","[3.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 1.0]"
drive,3,0.75,3,2.5,1.25,4,"[3.0, 3.0, 2.0, 4.0]","[1.0, 0.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 3.0]","[3.0, 2.0, 2.0, 3.0]","[2.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 4.0]",4.25,4,2.5,1.25,0,"[5.0, 5.0, 5.0, 2.0]","[4.0, 5.0, 4.0, 3.0]","[3.0, 4.0, 3.0, 0.0]","[0.0, 3.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
drop,2.5,1.75,3.5,2.75,2,3,"[2.0, 2.0, 4.0, 2.0]","[4.0, 2.0, 1.0, 0.0]","[3.0, 3.0, 4.0, 4.0]","[2.0, 3.0, 4.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 3.0, 4.0]",3.5,2.75,2.5,2,0.5,"[4.0, 4.0, 4.0, 2.0]","[3.0, 2.0, 3.0, 3.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 0.0, 3.0, 3.0]","[1.0, 0.0, 1.0, 0.0]"
drought,2,0.5,3.25,2.75,1.5,3.25,"[2.0, 2.0, 3.0, 1.0]","[0.0, 1.0, 1.0, 0.0]","[4.0, 4.0, 2.0, 3.0]","[4.0, 2.0, 2.0, 3.0]","[2.0, 1.0, 1.0, 2.0]","[3.0, 3.0, 4.0, 3.0]",2,1.5,2,2.25,1,"[3.0, 2.0, 1.0, 2.0]","[2.0, 1.0, 1.0, 2.0]","[3.0, 2.0, 1.0, 2.0]","[2.0, 2.0, 1.0, 4.0]","[2.0, 1.0, 1.0, 0.0]"
drown,3.5,1,2.75,2.75,1.5,1.75,"[2.0, 3.0, 5.0, 4.0]","[3.0, 0.0, 0.0, 1.0]","[4.0, 4.0, 0.0, 3.0]","[4.0, 4.0, 0.0, 3.0]","[1.0, 3.0, 0.0, 2.0]","[2.0, 2.0, 0.0, 3.0]",1.75,1.25,3.25,2.25,0.25,"[3.0, 4.0, 0.0, 0.0]","[2.0, 2.0, 1.0, 0.0]","[2.0, 4.0, 3.0, 4.0]","[2.0, 3.0, 4.0, 0.0]","[0.0, 1.0, 0.0, 0.0]"
drug,2.75,2,3.25,2.75,2.25,3,"[2.0, 2.0, 3.0, 4.0]","[4.0, 3.0, 1.0, 0.0]","[3.0, 4.0, 2.0, 4.0]","[3.0, 3.0, 2.0, 3.0]","[2.0, 3.0, 2.0, 2.0]","[1.0, 3.0, 4.0, 4.0]",3,2.75,2.5,2,1.75,"[3.0, 3.0, 4.0, 2.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 5.0, 0.0]"
drum,4.5,1,4,2.5,1.5,3,"[5.0, 4.0, 5.0, 4.0]","[0.0, 0.0, 2.0, 2.0]","[4.0, 5.0, 4.0, 3.0]","[2.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 2.0, 2.0]","[4.0, 3.0, 3.0, 2.0]",3.75,2.75,3.25,2.75,0,"[4.0, 3.0, 3.0, 5.0]","[2.0, 2.0, 4.0, 3.0]","[3.0, 3.0, 3.0, 4.0]","[4.0, 2.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
drummer,4.25,1,3.5,2,1.5,3,"[5.0, 4.0, 4.0, 4.0]","[1.0, 1.0, 0.0, 2.0]","[2.0, 4.0, 4.0, 4.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 2.0]","[2.0, 3.0, 4.0, 3.0]",3.25,3.25,3,3.5,0.5,"[2.0, 4.0, 3.0, 4.0]","[4.0, 2.0, 4.0, 3.0]","[3.0, 3.0, 3.0, 3.0]","[3.0, 3.0, 5.0, 3.0]","[0.0, 1.0, 0.0, 1.0]"
drums,4.75,1.25,3.75,2.75,2,2.5,"[5.0, 4.0, 5.0, 5.0]","[1.0, 1.0, 0.0, 3.0]","[4.0, 3.0, 4.0, 4.0]","[3.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 3.0]",4.25,3.5,2.5,2.5,1,"[3.0, 5.0, 4.0, 5.0]","[2.0, 4.0, 3.0, 5.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 3.0]","[1.0, 2.0, 0.0, 1.0]"
drunk,2.75,1,3.25,3.5,1.5,2,"[3.0, 2.0, 3.0, 3.0]","[2.0, 1.0, 1.0, 0.0]","[4.0, 3.0, 3.0, 3.0]","[5.0, 3.0, 4.0, 2.0]","[2.0, 1.0, 2.0, 1.0]","[2.0, 2.0, 2.0, 2.0]",3.5,2.75,3,2.5,0.75,"[4.0, 3.0, 4.0, 3.0]","[3.0, 3.0, 3.0, 2.0]","[4.0, 2.0, 3.0, 3.0]","[3.0, 2.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 3.0]"
dubious,1.75,0.75,2,1.75,1,3,"[2.0, 1.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 0.0]","[2.0, 1.0, 2.0, 3.0]","[1.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 3.0, 3.0, 4.0]",1.75,2,1.75,2.25,0.5,"[2.0, 2.0, 2.0, 1.0]","[3.0, 3.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 1.0]","[3.0, 2.0, 3.0, 1.0]","[0.0, 1.0, 1.0, 0.0]"
duck,3,1.5,3.75,2.5,2.25,3,"[4.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 0.0, 2.0]","[4.0, 3.0, 4.0, 4.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[3.0, 2.0, 3.0, 4.0]",2.75,2.25,2.25,2,1,"[3.0, 4.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 0.0, 1.0]"
duet,3.75,1,3.5,2.25,1.25,3.25,"[4.0, 3.0, 3.0, 5.0]","[2.0, 1.0, 1.0, 0.0]","[3.0, 4.0, 3.0, 4.0]","[1.0, 3.0, 3.0, 2.0]","[2.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 4.0]",1.75,2.75,2.25,2.75,0.5,"[2.0, 2.0, 2.0, 1.0]","[3.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[0.0, 1.0, 1.0, 0.0]"
duke,2.5,0.75,2,1.75,1,3.75,"[3.0, 3.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 0.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 1.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 3.0, 4.0]",1,1.75,2.25,3,0.5,"[1.0, 0.0, 3.0, 0.0]","[2.0, 0.0, 3.0, 2.0]","[3.0, 0.0, 3.0, 3.0]","[4.0, 2.0, 2.0, 4.0]","[1.0, 0.0, 1.0, 0.0]"
dull,2.25,0.75,2.75,2.5,1.25,3.5,"[2.0, 3.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 1.0]","[2.0, 3.0, 2.0, 4.0]","[2.0, 2.0, 3.0, 3.0]","[1.0, 2.0, 1.0, 1.0]","[3.0, 3.0, 4.0, 4.0]",2,2,2.25,2.5,0.75,"[1.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 3.0, 1.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 3.0, 2.0]","[1.0, 0.0, 1.0, 1.0]"
dumb,2,0.75,2,2.25,1,2.25,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 0.0]","[3.0, 2.0, 2.0, 1.0]","[3.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 3.0, 2.0]",1.5,1.5,2,2.25,0.25,"[1.0, 1.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 2.0]","[2.0, 1.0, 3.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[0.0, 1.0, 0.0, 0.0]"
dummy,2,0.75,2.75,1.75,1,3,"[1.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 0.0, 1.0]","[1.0, 2.0, 4.0, 4.0]","[1.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 3.0, 4.0, 3.0]",2.25,2.25,2.5,3.25,0.5,"[2.0, 2.0, 2.0, 3.0]","[2.0, 1.0, 4.0, 2.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 3.0, 5.0, 3.0]","[0.0, 1.0, 0.0, 1.0]"
dump,2.75,1,4,2.75,2.5,2.25,"[4.0, 3.0, 2.0, 2.0]","[2.0, 1.0, 0.0, 1.0]","[4.0, 4.0, 4.0, 4.0]","[3.0, 2.0, 3.0, 3.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 3.0]",3.5,2.75,2.25,2,0.75,"[3.0, 4.0, 4.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 3.0, 3.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 0.0]"
dune,1.25,0.25,4,1.5,0.75,4,"[2.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 1.0, 0.0]","[4.0, 5.0, 4.0, 3.0]","[1.0, 0.0, 3.0, 2.0]","[0.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 4.0]",3.25,2.5,2,2.25,0.5,"[3.0, 2.0, 4.0, 4.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 1.0]"
dung,1.75,1.75,3.75,3.25,3,2.25,"[1.0, 2.0, 2.0, 2.0]","[4.0, 1.0, 1.0, 1.0]","[4.0, 3.0, 4.0, 4.0]","[3.0, 3.0, 3.0, 4.0]","[4.0, 4.0, 2.0, 2.0]","[1.0, 2.0, 3.0, 3.0]",1.75,1.5,1.75,2,0.75,"[1.0, 2.0, 3.0, 1.0]","[1.0, 1.0, 2.0, 2.0]","[1.0, 1.0, 2.0, 3.0]","[1.0, 2.0, 2.0, 3.0]","[0.0, 1.0, 2.0, 0.0]"
dungeon,2.25,0.5,3.25,2.25,1.25,2.75,"[3.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 0.0]","[4.0, 1.0, 4.0, 4.0]","[3.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 2.0, 3.0]",2.25,1.75,2,2,0.25,"[2.0, 1.0, 3.0, 3.0]","[1.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0]"
