Word,Auditory_mean,Gustatory_mean,Haptic_mean,Interoceptive_mean,Olfactory_mean,Visual_mean,Auditory_by_runs,Gustatory_by_runs,Haptic_by_runs,Interoceptive_by_runs,Olfactory_by_runs,Visual_by_runs,Foot/leg_mean,Hand/arm_mean,Torso_mean,Head_mean,Mouth/throat_mean,Foot/leg_by_runs,Hand/arm_by_runs,Torso_by_runs,Head_by_runs,Mouth/throat_by_runs
crayon,0.25,0,4.25,0,0.75,4.25,"[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 5.0]",0,5,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
crazy,1.75,0,0,0.75,0,1.25,"[1.0, 0.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 3.0]",0.5,0.5,0.25,1,0.25,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 1.0]"
cream,0.25,4.5,4,0.25,1.5,3.5,"[0.0, 0.0, 0.0, 1.0]","[4.0, 5.0, 5.0, 4.0]","[5.0, 4.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[2.0, 1.0, 2.0, 1.0]","[4.0, 3.0, 3.0, 4.0]",0,3.25,0,0,3.5,"[0.0, 0.0, 0.0, 0.0]","[1.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 0.0, 5.0, 4.0]"
create,0,0,0.5,0,0,1,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 2.0]",0.25,4.25,0.25,0.75,0.5,"[0.0, 0.0, 0.0, 1.0]","[4.0, 4.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]"
creator,0,0,0,0.25,0,1.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 4.0]",0,1,0,0.25,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
creature,1.25,0,2,0,0,4.75,"[0.0, 0.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 5.0]",0.75,0.75,0.75,0.25,0,"[1.0, 0.0, 0.0, 2.0]","[1.0, 0.0, 0.0, 2.0]","[1.0, 0.0, 0.0, 2.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
credit,0.25,0,0,0,0,1.25,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 2.0, 1.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
creek,3.75,0,0.25,0.25,1,4.5,"[4.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 2.0]","[5.0, 4.0, 5.0, 4.0]",1.5,0.75,0.25,0.5,0.25,"[0.0, 3.0, 1.0, 2.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 0.0]"
creep,2.5,0,0.25,0.25,0,2,"[2.0, 3.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 4.0, 3.0]",4.75,0.5,0.5,1,0,"[5.0, 4.0, 5.0, 5.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
crest,0.25,0,2,0,0,2.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 4.0, 3.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
crevice,0,0,3.5,0,0,4,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0]",0.75,2,0.25,0.25,0,"[0.0, 0.0, 0.0, 3.0]","[4.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
cricket,4,0,0.25,0,0,3.75,"[4.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 3.0]",4.5,4,0.25,0.25,0,"[4.0, 4.0, 5.0, 5.0]","[4.0, 4.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
crime,1,0,0,1,0,3,"[0.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 1.0, 3.0]",1.75,2.25,1.25,1.75,1.25,"[2.0, 0.0, 3.0, 2.0]","[3.0, 0.0, 3.0, 3.0]","[3.0, 0.0, 1.0, 1.0]","[4.0, 0.0, 2.0, 1.0]","[3.0, 0.0, 1.0, 1.0]"
criminal,0.75,0,0,0,0,4,"[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0]",2,2.75,1.5,2,0.75,"[2.0, 1.0, 3.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[2.0, 1.0, 1.0, 2.0]","[3.0, 1.0, 2.0, 2.0]","[0.0, 1.0, 1.0, 1.0]"
crisis,1.75,0,0,1.5,0,2.5,"[0.0, 2.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 4.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
crisp,3,3,4.25,0,0.5,3.25,"[3.0, 3.0, 3.0, 3.0]","[4.0, 0.0, 4.0, 4.0]","[4.0, 4.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0]","[4.0, 4.0, 2.0, 3.0]",0.25,1,0,0.25,4.75,"[0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 4.0]"
critic,1.5,0,0,0.25,0,1.75,"[4.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 2.0, 0.0]",0,0,0,1,0.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 3.0]"
criticism,4,0,0,1.25,0,0,"[3.0, 4.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0,0.25,0,0.25,1.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5.0]"
criticize,3.75,0,0,1.25,0,0.5,"[4.0, 4.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 0.0]",0.25,1.5,0,3.25,1.25,"[0.0, 0.0, 1.0, 0.0]","[2.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 0.0, 4.0, 5.0]","[5.0, 0.0, 0.0, 0.0]"
crocodile,1,0,2.25,0.5,0.25,4,"[1.0, 0.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 0.0, 3.0]","[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 1.0, 5.0]",0.75,0.25,0,0.25,0,"[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
crook,0.75,0,0.5,0,0,2.5,"[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 3.0, 4.0]",0.25,1,0,0,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
crop,0.75,0,2.5,0,1.5,4,"[1.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 4.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 2.0, 3.0]","[3.0, 5.0, 4.0, 4.0]",0.25,2,0,0,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 4.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
cross,0,0,2.5,0,0,3.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 3.0]",2.5,4.25,0,0,0,"[0.0, 3.0, 2.0, 5.0]","[5.0, 3.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
crossbow,0.75,0,4.25,0,0,4,"[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 3.0, 4.0]",1,5,0.5,1,0,"[2.0, 0.0, 1.0, 1.0]","[5.0, 5.0, 5.0, 5.0]","[1.0, 0.0, 0.0, 1.0]","[2.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
crossed,0.5,0,0.5,0,0,3.25,"[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 1.0, 5.0]",4.25,4.25,0,0.25,0,"[5.0, 5.0, 3.0, 4.0]","[5.0, 5.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
crow,4.25,0,1,0.25,0,4.25,"[4.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 4.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 4.0, 4.0]",0,0.25,0.25,1.5,1.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 5.0, 0.0, 1.0]","[0.0, 0.0, 4.0, 1.0]"
crowd,4.75,0,0.75,0.5,0.75,4.25,"[5.0, 5.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 2.0, 0.0]","[4.0, 5.0, 4.0, 4.0]",0.75,0.25,0,0.5,0,"[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
crown,0.5,0,3.5,0,0,4,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 3.0, 4.0, 4.0]",0,3.5,0,5,0,"[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 4.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]"
crucifix,0.25,0,3,0,0,4.75,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 5.0]",0,4,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[5.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
crucify,0.25,0,0,0.5,0,3.5,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 3.0, 5.0]",2.25,3.5,0,0,0,"[5.0, 0.0, 0.0, 4.0]","[5.0, 5.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
crude,0.25,0,1,0,0.75,2.25,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 1.0]","[1.0, 3.0, 4.0, 1.0]",0.5,1,0.25,1,0,"[0.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
cruel,1.25,0,0,2.75,0,1.5,"[0.0, 2.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 4.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 3.0]",0,0.25,0,2,0.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 1.0]"
cruise,1.5,0,0,0.25,0.25,4.25,"[1.0, 2.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 5.0]",1.75,0.25,0.25,0.25,0,"[0.0, 4.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
crumb,0.5,3.75,3.5,0,0.25,3.75,"[1.0, 0.0, 0.0, 1.0]","[3.0, 3.0, 5.0, 4.0]","[4.0, 3.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 5.0, 3.0]",0,4.25,0,0,3.5,"[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 4.0, 5.0, 5.0]"
crumble,2,2.75,4.25,0.5,0.25,1.75,"[3.0, 3.0, 2.0, 0.0]","[4.0, 4.0, 3.0, 0.0]","[4.0, 4.0, 4.0, 5.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 3.0, 1.0, 3.0]",0.25,4.25,0.25,0.25,1.75,"[0.0, 0.0, 1.0, 0.0]","[4.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[5.0, 0.0, 1.0, 1.0]"
crunch,4.25,0.75,1.5,0,0,0.25,"[4.0, 4.0, 5.0, 4.0]","[3.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]",0,0,0,0,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]"
crunchy,3.75,4.25,3.75,0,0,1.25,"[4.0, 4.0, 3.0, 4.0]","[4.0, 5.0, 5.0, 3.0]","[3.0, 3.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 3.0, 0.0]",0,0,0,0,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]"
crush,2,0,0.5,1.5,0,1,"[2.0, 0.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 3.0]",3.25,4.75,0.5,0,0,"[4.0, 0.0, 5.0, 4.0]","[5.0, 5.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
crushed,3.25,0.25,3.75,0.5,0.25,2.5,"[3.0, 4.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[4.0, 4.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[3.0, 3.0, 2.0, 2.0]",2.25,2.25,1,0.25,0,"[0.0, 0.0, 4.0, 5.0]","[0.0, 0.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
crust,0.75,4,3.25,0.25,1,3.75,"[1.0, 0.0, 0.0, 2.0]","[4.0, 4.0, 4.0, 4.0]","[4.0, 4.0, 4.0, 1.0]","[1.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 2.0]","[3.0, 4.0, 5.0, 3.0]",0,3.75,0.25,0.25,4.5,"[0.0, 0.0, 0.0, 0.0]","[2.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[4.0, 5.0, 5.0, 4.0]"
crutch,0.5,0,4.25,0.25,0,4,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 3.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 2.0, 5.0, 4.0]",4.5,4.25,0,0,0,"[5.0, 4.0, 4.0, 5.0]","[5.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
cry,5,0,0,2.75,0,2.75,"[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 3.0, 3.0]",0,0,0.25,3.25,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 4.0, 5.0, 4.0]","[5.0, 5.0, 5.0, 5.0]"
crying,4.75,0,0.25,2.25,0,4,"[5.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[4.0, 2.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0]",0,0.25,0.25,5,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 5.0]","[5.0, 5.0, 5.0, 5.0]"
crystal,0,0,4.5,0,0,4.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 5.0]",0.25,3,0.25,0.5,0.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]"
cube,0.75,0,4.5,0.25,0,4,"[1.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 4.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0]",0,4.75,0,0.5,0,"[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
cuddle,0,0,5,4,0,1.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[3.0, 4.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 5.0, 1.0]",4.25,4.75,4.5,4,0,"[5.0, 5.0, 4.0, 3.0]","[5.0, 5.0, 5.0, 4.0]","[5.0, 5.0, 4.0, 4.0]","[5.0, 5.0, 4.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
cuisine,1,5,0.5,0.5,5,4.5,"[0.0, 0.0, 2.0, 2.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 1.0]","[5.0, 5.0, 5.0, 5.0]","[5.0, 5.0, 4.0, 4.0]",0.25,4.25,0.25,0.25,5,"[0.0, 0.0, 0.0, 1.0]","[4.0, 4.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 5.0]"
cultural,0.5,0,0.25,0,0,2,"[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 4.0, 1.0]",0.25,0.5,0.5,0.75,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
culture,1,0,0,0,0,1.5,"[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 3.0]",0.75,1.25,1.25,2.75,1,"[2.0, 0.0, 0.0, 1.0]","[3.0, 0.0, 0.0, 2.0]","[4.0, 0.0, 0.0, 1.0]","[3.0, 5.0, 0.0, 3.0]","[3.0, 0.0, 0.0, 1.0]"
cunning,0.5,0,0,0,0,1.25,"[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 1.0, 1.0]",0.25,0.25,0,2.25,0,"[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
cunt,1,0.25,3.25,3.25,1,1.25,"[0.0, 2.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 5.0, 4.0, 4.0]","[0.0, 5.0, 4.0, 4.0]","[0.0, 2.0, 1.0, 1.0]","[0.0, 3.0, 1.0, 1.0]",0,0,0,0,2.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 0.0, 5.0, 1.0]"
